"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"C3798","5","221114","48","0","2015","A","N","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3806","5","221114","48","0","2015","A","N","Phoenix-Mesa-Scottsdale, AZ MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,"N",3.13,0,0,0,0,0,0,"N",2,66.7,0,0,0,0,0,0,0,0,0,0,0,0
"C3930","5","221114","48","0","2015","A","N","Providence-Warwick, RI-MA MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3934","5","221114","48","0","2015","A","N","Provo-Orem, UT MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",4.09,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3958","5","221114","48","0","2015","A","N","Raleigh, NC MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.67,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4014","5","221114","48","0","2015","A","N","Riverside-San Bernardino-Ontario, CA MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,"N",3.32,0,0,0,0,0,0,"N",1,20.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4090","5","221114","48","0","2015","A","N","Sacramento--Roseville--Arden-Arcade, CA MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4118","5","221114","48","0","2015","A","N","St. Louis, MO-IL MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4150","5","221114","48","0","2015","A","N","Salinas, CA MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",4.63,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4162","5","221114","48","0","2015","A","N","Salt Lake City, UT MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",2.80,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4170","5","221114","48","0","2015","A","N","San Antonio-New Braunfels, TX MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",3.79,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4174","5","221114","48","0","2015","A","","San Diego-Carlsbad, CA MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",4,11,1886741,113180,6327,3225,167710,"",2.34,0.54,0.82,0.51,0.40,1.47,1.47,"",0,0.0,-8,-42.1,-461644,-19.7,-101913,-47.4,-4308,-40.5,827,34.5,43017,34.5
"C4186","5","221114","48","0","2015","A","","San Francisco-Oakland-Hayward, CA MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",8,500,71425360,7677532,458850,2745,142732,"",2.59,15.02,13.34,18.74,15.69,0.89,0.89,"N",1,14.3,0,0,0,0,0,0,0,0,0,0,0,0
"C4194","5","221114","48","0","2015","A","N","San Jose-Sunnyvale-Santa Clara, CA MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4220","5","221114","48","0","2015","A","N","Santa Maria-Santa Barbara, CA MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",8.17,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4222","5","221114","48","0","2015","A","N","Santa Rosa, CA MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",9.49,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4334","5","221114","48","0","2015","A","N","Shreveport-Bossier City, LA MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",5.34,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4522","5","221114","48","0","2015","A","N","Tallahassee, FL MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",6.10,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4530","5","221114","48","0","2015","A","N","Tampa-St. Petersburg-Clearwater, FL MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",1.42,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4606","5","221114","48","0","2015","A","N","Tucson, AZ MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",3.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4652","5","221114","48","0","2015","A","N","Urban Honolulu, HI MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",7.23,0,0,0,0,0,0,"N",-3,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4730","5","221114","48","0","2015","A","N","Visalia-Porterville, CA MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",6.40,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4738","5","221114","48","0","2015","A","N","Waco, TX MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",11.28,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4790","5","221114","48","0","2015","A","","Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",3,16,3638324,268050,3241,4262,221624,"",0.96,0.36,0.58,0.49,0.16,1.58,1.58,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4890","5","221114","48","0","2015","A","N","Wilmington, NC MSA","Private","Solar electric power generation","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",6.88,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","221114","18","0","2015","A","N","U.S. TOTAL","Local Government","Solar electric power generation","National, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","5","221114","18","0","2015","A","","U.S. TOTAL","Private","Solar electric power generation","National, NAICS 6-digit -- by ownership sector","All establishment sizes",158,2067,214394992,36284996,1430474,1995,103714,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",27,20.6,436,26.7,33215734,18.3,10786280,42.3,484997,51.3,-141,-6.6,-7348,-6.6
